"p","U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-6.0523,6.0803,0.12084,1.5544,1,4.5158,12.196,11.25,6.845
-9.0597,5.7341,0.12335,1.409,1,4.6161,12.296,11.25,6.845
-11.004,5.4085,0.16447,1.2634,1,4.7165,12.396,11.25,6.845
-12.181,5.1404,0.21102,1.1358,1,4.8168,12.497,11.25,6.845
-12.837,4.9316,0.24529,1.0275,1,4.9172,12.597,11.25,6.845
-13.101,4.7594,0.26485,0.93466,1,5.0175,12.698,11.25,6.845
-13,4.6105,0.27409,0.85869,1,5.1178,12.798,11.25,6.845
-12.694,4.4892,0.27708,0.79261,1,5.2182,12.898,11.25,6.845
-12.323,4.3886,0.27757,0.73298,1,5.3186,12.999,11.25,6.845
-11.911,4.3051,0.27685,0.68047,1,5.4189,13.099,11.25,6.845
-11.484,4.235,0.27564,0.63377,1,5.5193,13.199,11.25,6.845
-11.051,4.1777,0.27416,0.59357,1,5.6196,13.3,11.25,6.845
-10.652,4.1253,0.27369,0.55588,1,5.72,13.4,11.25,6.845
-10.273,4.0765,0.27381,0.52125,1,5.8203,13.5,11.25,6.845
-9.9153,4.0304,0.27441,0.48931,1,5.9207,13.601,11.25,6.845
-9.5796,3.9881,0.27546,0.46046,1,6.021,13.701,11.25,6.845
-9.2792,3.9459,0.2772,0.43411,1,6.1213,13.801,11.25,6.845
-8.9986,3.9049,0.27907,0.40977,1,6.2217,13.902,11.25,6.845
-8.736,3.8652,0.28099,0.3872,1,6.3221,14.002,11.25,6.845
-8.4964,3.8294,0.28301,0.36713,1,6.4224,14.102,11.25,6.845
-8.2755,3.7941,0.28466,0.34843,1,6.5228,14.203,11.25,6.845
-8.0673,3.7607,0.28613,0.33089,1,6.6231,14.303,11.25,6.845
-7.8744,3.7312,0.28748,0.31512,1,6.7235,14.403,11.25,6.845
-7.6971,3.7026,0.28849,0.30051,1,6.8238,14.504,11.25,6.845
-7.5286,3.6755,0.28947,0.28676,1,6.9241,14.604,11.25,6.845
-7.3704,3.6516,0.29048,0.27417,1,7.0245,14.705,11.25,6.845
-7.2238,3.6282,0.2915,0.26232,1,7.1248,14.805,11.25,6.845
-7.0829,3.6058,0.2926,0.25102,1,7.2252,14.905,11.25,6.845
-6.9504,3.5859,0.29377,0.24073,1,7.3256,15.006,11.25,6.845
-6.8261,3.5661,0.29501,0.23105,1,7.4259,15.106,11.25,6.845
-6.706,3.547,0.29625,0.2218,1,7.5263,15.206,11.25,6.845
-6.5932,3.5301,0.29753,0.2133,1,7.6266,15.307,11.25,6.845
-6.4849,3.513,0.29873,0.20504,1,7.727,15.407,11.25,6.845
-6.3799,3.497,0.29993,0.19716,1,7.8273,15.507,11.25,6.845
-6.2811,3.4821,0.30102,0.18985,1,7.9276,15.608,11.25,6.845
-6.1846,3.4674,0.302,0.18271,1,8.028,15.708,11.25,6.845
-6.0923,3.4541,0.30303,0.17611,1,8.1283,15.808,11.25,6.845
-6.0034,3.4409,0.30392,0.16977,1,8.2287,15.909,11.25,6.845
-5.9166,3.4285,0.30488,0.16371,1,8.3291,16.009,11.25,6.845
-5.8343,3.4168,0.30576,0.15818,1,8.4294,16.109,11.25,6.845
-5.7535,3.4052,0.30661,0.15275,1,8.5297,16.21,11.25,6.845
-5.676,3.3945,0.30734,0.14784,1,8.6301,16.31,11.25,6.845
-5.6005,3.3838,0.30795,0.14296,1,8.7304,16.41,11.25,6.845
-5.5269,3.3738,0.30853,0.13836,1,8.8308,16.511,11.25,6.845
-5.4557,3.3639,0.30901,0.13377,1,8.9312,16.611,11.25,6.845
-5.3855,3.3544,0.30951,0.12937,1,9.0315,16.712,11.25,6.845
-5.3179,3.3453,0.30999,0.1251,1,9.1318,16.812,11.25,6.845
-5.2508,3.3364,0.31047,0.12083,1,9.2322,16.912,11.25,6.845
-5.1861,3.3284,0.31099,0.11706,1,9.3326,17.013,11.25,6.845
-5.1219,3.3204,0.31144,0.11319,1,9.4329,17.113,11.25,6.845
-5.0597,3.3129,0.31198,0.10982,1,9.5332,17.213,11.25,6.845
-4.9981,3.3057,0.31239,0.10641,1,9.6336,17.314,11.25,6.845
-4.9382,3.2987,0.31291,0.10342,1,9.7339,17.414,11.25,6.845
-4.8792,3.2922,0.31328,0.1004,1,9.8343,17.514,11.25,6.845
-4.8216,3.2856,0.31375,0.097675,1,9.9347,17.615,11.25,6.845
-4.7649,3.2797,0.31408,0.094862,1,10.035,17.715,11.25,6.845
