"p","U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-36.197,4.5525,0.56296,1.0849,1,4.8168,12.497,11.25,6.845
-30.331,4.5101,0.49495,0.9963,1,4.9172,12.597,11.25,6.845
-25.709,4.4473,0.44658,0.91673,1,5.0175,12.698,11.25,6.845
-22.113,4.3751,0.40876,0.84847,1,5.1178,12.798,11.25,6.845
-19.39,4.3056,0.37942,0.78836,1,5.2182,12.898,11.25,6.845
-17.225,4.2431,0.35575,0.73375,1,5.3186,12.999,11.25,6.845
-15.489,4.1885,0.33661,0.68475,1,5.4189,13.099,11.25,6.845
-14.088,4.1409,0.32134,0.64029,1,5.5193,13.199,11.25,6.845
-12.976,4.1011,0.30927,0.60097,1,5.6196,13.3,11.25,6.845
-12.087,4.0624,0.30101,0.56391,1,5.72,13.4,11.25,6.845
-11.332,4.025,0.29488,0.52953,1,5.8203,13.5,11.25,6.845
-10.687,3.9885,0.29053,0.49755,1,5.9207,13.601,11.25,6.845
-10.145,3.9542,0.2877,0.46825,1,6.021,13.701,11.25,6.845
-9.6925,3.9182,0.28655,0.44139,1,6.1213,13.801,11.25,6.845
-9.2904,3.8824,0.28607,0.41638,1,6.2217,13.902,11.25,6.845
-8.9328,3.847,0.28612,0.39313,1,6.3221,14.002,11.25,6.845
-8.6283,3.8144,0.28679,0.37251,1,6.4224,14.102,11.25,6.845
-8.3549,3.7815,0.28752,0.35359,1,6.5228,14.203,11.25,6.845
-8.1047,3.7498,0.2883,0.33598,1,6.6231,14.303,11.25,6.845
-7.8813,3.7214,0.28906,0.32003,1,6.7235,14.403,11.25,6.845
-7.6798,3.6936,0.28965,0.3052,1,6.8238,14.504,11.25,6.845
-7.4906,3.6672,0.29022,0.29103,1,6.9241,14.604,11.25,6.845
-7.3167,3.6438,0.29081,0.2779,1,7.0245,14.705,11.25,6.845
-7.1567,3.6211,0.29143,0.26577,1,7.1248,14.805,11.25,6.845
-7.0049,3.5995,0.29208,0.25433,1,7.2252,14.905,11.25,6.845
-6.8645,3.5803,0.29284,0.2441,1,7.3256,15.006,11.25,6.845
-6.7333,3.5613,0.2937,0.23452,1,7.4259,15.106,11.25,6.845
-6.607,3.5429,0.29464,0.22536,1,7.5263,15.206,11.25,6.845
-6.4895,3.5267,0.2959,0.21711,1,7.6266,15.307,11.25,6.845
-6.3769,3.5102,0.29716,0.20912,1,7.727,15.407,11.25,6.845
-6.2683,3.4949,0.29849,0.20164,1,7.8273,15.507,11.25,6.845
-6.1666,3.4807,0.29972,0.19481,1,7.9276,15.608,11.25,6.845
-6.0674,3.4667,0.30081,0.1882,1,8.028,15.708,11.25,6.845
-5.9727,3.454,0.3019,0.18216,1,8.1283,15.808,11.25,6.845
-5.8818,3.4413,0.3028,0.17632,1,8.2287,15.909,11.25,6.845
-5.793,3.4293,0.30377,0.17075,1,8.3291,16.009,11.25,6.845
-5.7087,3.4178,0.30469,0.16536,1,8.4294,16.109,11.25,6.845
-5.6259,3.4064,0.30559,0.15993,1,8.5297,16.21,11.25,6.845
-5.5463,3.3959,0.30648,0.15479,1,8.6301,16.31,11.25,6.845
-5.4687,3.3854,0.30727,0.14961,1,8.7304,16.41,11.25,6.845
-5.3932,3.3756,0.30801,0.14471,1,8.8308,16.511,11.25,6.845
-5.3202,3.3659,0.30864,0.1399,1,8.9312,16.611,11.25,6.845
-5.2482,3.3567,0.30923,0.13526,1,9.0315,16.712,11.25,6.845
-5.1789,3.3478,0.30973,0.13084,1,9.1318,16.812,11.25,6.845
-5.11,3.3391,0.31018,0.12645,1,9.2322,16.912,11.25,6.845
-5.0438,3.3312,0.31066,0.12245,1,9.3326,17.013,11.25,6.845
-4.978,3.3233,0.31107,0.1184,1,9.4329,17.113,11.25,6.845
-4.9145,3.3159,0.31159,0.11473,1,9.5332,17.213,11.25,6.845
-4.8517,3.3087,0.31207,0.11101,1,9.6336,17.314,11.25,6.845
-4.7908,3.3019,0.31265,0.10776,1,9.7339,17.414,11.25,6.845
-4.731,3.2954,0.31319,0.10453,1,9.8343,17.514,11.25,6.845
-4.6728,3.2891,0.31377,0.10176,1,9.9347,17.615,11.25,6.845
-4.6157,3.2832,0.31424,0.099099,1,10.035,17.715,11.25,6.845
