"p","U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-7.0128,3.6192,0.2928,0.26728,1,7.1248,14.805,11.25,6.845
-6.8748,3.599,0.29374,0.25634,1,7.2252,14.905,11.25,6.845
-6.7446,3.5811,0.29457,0.2462,1,7.3256,15.006,11.25,6.845
-6.6221,3.563,0.29542,0.23648,1,7.4259,15.106,11.25,6.845
-6.5039,3.5455,0.29629,0.22704,1,7.5263,15.206,11.25,6.845
-6.3925,3.5296,0.29731,0.21817,1,7.6266,15.307,11.25,6.845
-6.2854,3.5135,0.29837,0.20949,1,7.727,15.407,11.25,6.845
-6.1814,3.4983,0.29949,0.20118,1,7.8273,15.507,11.25,6.845
-6.0835,3.484,0.30052,0.19362,1,7.9276,15.608,11.25,6.845
-5.9881,3.4698,0.30149,0.1863,1,8.028,15.708,11.25,6.845
-5.8971,3.4569,0.30232,0.17969,1,8.1283,15.808,11.25,6.845
-5.8096,3.4439,0.30301,0.17336,1,8.2287,15.909,11.25,6.845
-5.724,3.4316,0.30366,0.16733,1,8.3291,16.009,11.25,6.845
-5.6426,3.42,0.30426,0.16172,1,8.4294,16.109,11.25,6.845
-5.5625,3.4083,0.3048,0.15619,1,8.5297,16.21,11.25,6.845
-5.4857,3.3978,0.30542,0.15106,1,8.6301,16.31,11.25,6.845
-5.4108,3.3873,0.30595,0.14603,1,8.7304,16.41,11.25,6.845
-5.3379,3.3775,0.30655,0.14129,1,8.8308,16.511,11.25,6.845
-5.2674,3.3679,0.30705,0.13677,1,8.9312,16.611,11.25,6.845
-5.1981,3.3589,0.3076,0.13249,1,9.0315,16.712,11.25,6.845
-5.1316,3.3502,0.30806,0.12861,1,9.1318,16.812,11.25,6.845
-5.0657,3.3417,0.30849,0.12482,1,9.2322,16.912,11.25,6.845
-5.0029,3.3337,0.309,0.12166,1,9.3326,17.013,11.25,6.845
-4.9408,3.3259,0.30944,0.1185,1,9.4329,17.113,11.25,6.845
-4.8806,3.3182,0.30997,0.11569,1,9.5332,17.213,11.25,6.845
-4.8214,3.3109,0.31044,0.11283,1,9.6336,17.314,11.25,6.845
-4.7632,3.3035,0.31105,0.11015,1,9.7339,17.414,11.25,6.845
-4.7059,3.2967,0.31163,0.10734,1,9.8343,17.514,11.25,6.845
-4.6495,3.2896,0.31239,0.10479,1,9.9347,17.615,11.25,6.845
-4.5941,3.2833,0.3131,0.10208,1,10.035,17.715,11.25,6.845
