"p","U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.923,4.971,0.011911,1.209,1,4.7165,12.396,11.25,6.845
-3.0411,4.8197,0.036307,1.0977,1,4.8168,12.497,11.25,6.845
-4.1401,4.7125,0.043866,0.99977,1,4.9172,12.597,11.25,6.845
-5.0885,4.6065,0.0432,0.91003,1,5.0175,12.698,11.25,6.845
-5.8204,4.4946,0.038944,0.82897,1,5.1178,12.798,11.25,6.845
-6.3737,4.3813,0.032039,0.75375,1,5.2182,12.898,11.25,6.845
-6.8189,4.2669,0.024541,0.68401,1,5.3186,12.999,11.25,6.845
-7.1822,4.1529,0.019103,0.62075,1,5.4189,13.099,11.25,6.845
-7.4751,4.0404,0.018261,0.56405,1,5.5193,13.199,11.25,6.845
-7.7012,3.9345,0.027023,0.51663,1,5.6196,13.3,11.25,6.845
-7.8593,3.8356,0.05037,0.47783,1,5.72,13.4,11.25,6.845
-7.9761,3.7477,0.086667,0.44575,1,5.8203,13.5,11.25,6.845
-8.0549,3.6724,0.13496,0.41969,1,5.9207,13.601,11.25,6.845
-8.0912,3.6157,0.19545,0.40136,1,6.021,13.701,11.25,6.845
-8.0831,3.576,0.26218,0.38651,1,6.1213,13.801,11.25,6.845
-8.0469,3.5488,0.3274,0.37418,1,6.2217,13.902,11.25,6.845
-7.9849,3.5329,0.38879,0.36386,1,6.3221,14.002,11.25,6.845
-7.8875,3.5308,0.43792,0.35471,1,6.4224,14.102,11.25,6.845
-7.7759,3.5331,0.47272,0.34483,1,6.5228,14.203,11.25,6.845
-7.6534,3.539,0.49644,0.33465,1,6.6231,14.303,11.25,6.845
-7.5181,3.548,0.50592,0.32379,1,6.7235,14.403,11.25,6.845
-7.3828,3.5554,0.50244,0.31224,1,6.8238,14.504,11.25,6.845
-7.2469,3.5617,0.49268,0.30041,1,6.9241,14.604,11.25,6.845
-7.1101,3.5664,0.47616,0.28839,1,7.0245,14.705,11.25,6.845
-6.98,3.5669,0.45574,0.27635,1,7.1248,14.805,11.25,6.845
-6.8527,3.5653,0.43436,0.26448,1,7.2252,14.905,11.25,6.845
-6.7289,3.5615,0.41276,0.25306,1,7.3256,15.006,11.25,6.845
-6.612,3.5542,0.39267,0.2423,1,7.4259,15.106,11.25,6.845
-6.4979,3.5456,0.37367,0.23202,1,7.5263,15.206,11.25,6.845
-6.3887,3.5355,0.35776,0.22272,1,7.6266,15.307,11.25,6.845
-6.2842,3.5238,0.34382,0.21407,1,7.727,15.407,11.25,6.845
-6.182,3.5118,0.33172,0.20596,1,7.8273,15.507,11.25,6.845
-6.0857,3.4991,0.32289,0.19886,1,7.9276,15.608,11.25,6.845
-5.9921,3.4861,0.31513,0.19216,1,8.028,15.708,11.25,6.845
-5.9016,3.4734,0.30968,0.18608,1,8.1283,15.808,11.25,6.845
-5.8152,3.4604,0.30552,0.18046,1,8.2287,15.909,11.25,6.845
-5.7299,3.4478,0.30237,0.175,1,8.3291,16.009,11.25,6.845
-5.648,3.4357,0.30078,0.16983,1,8.4294,16.109,11.25,6.845
-5.5672,3.4237,0.2996,0.16469,1,8.5297,16.21,11.25,6.845
-5.4883,3.4124,0.29952,0.15989,1,8.6301,16.31,11.25,6.845
-5.4112,3.4015,0.29976,0.1552,1,8.7304,16.41,11.25,6.845
-5.3357,3.391,0.30045,0.15095,1,8.8308,16.511,11.25,6.845
-5.2629,3.3808,0.30142,0.14686,1,8.9312,16.611,11.25,6.845
-5.1909,3.3708,0.3025,0.14306,1,9.0315,16.712,11.25,6.845
-5.1219,3.3612,0.30378,0.13931,1,9.1318,16.812,11.25,6.845
-5.0536,3.3516,0.30504,0.13557,1,9.2322,16.912,11.25,6.845
-4.9865,3.3423,0.30657,0.1318,1,9.3326,17.013,11.25,6.845
-4.9205,3.3332,0.30805,0.12785,1,9.4329,17.113,11.25,6.845
-4.855,3.3244,0.30971,0.12386,1,9.5332,17.213,11.25,6.845
-4.7905,3.316,0.31133,0.11966,1,9.6336,17.314,11.25,6.845
-4.7266,3.308,0.31295,0.11561,1,9.7339,17.414,11.25,6.845
-4.6637,3.3004,0.31449,0.11143,1,9.8343,17.514,11.25,6.845
-4.6017,3.2933,0.31583,0.10765,1,9.9347,17.615,11.25,6.845
-4.5406,3.2865,0.31701,0.10393,1,10.035,17.715,11.25,6.845
