"nut","k","p","omega","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.026678,0.30547,21.979,9.9817,6.7801,-0.085245,2.0533,7.213,-0.035083,1.9704,1,3.3116,7.9915,11.25,6.845
0.027968,0.32364,21.15,10.244,6.3862,-0.10084,2.124,6.8817,-0.045875,2.0426,1,3.4119,8.0919,11.25,6.845
0.029258,0.34182,20.321,10.506,5.9922,-0.11643,2.1947,6.5504,-0.056667,2.1149,1,3.5123,8.1923,11.25,6.845
0.030547,0.35999,19.492,10.769,5.5983,-0.13201,2.2654,6.2192,-0.067459,2.1871,1,3.6126,8.2926,11.25,6.845
0.031837,0.37816,18.663,11.031,5.2044,-0.1476,2.3361,5.8879,-0.078251,2.2594,1,3.713,8.393,11.25,6.845
0.033127,0.39634,17.834,11.293,4.8105,-0.16319,2.4068,5.5567,-0.089043,2.3316,1,3.8133,8.4933,11.25,6.845
0.032422,0.39005,14.691,11.391,4.5117,-0.17012,2.3546,5.2848,-0.095184,2.2809,1,3.9137,8.5936,11.25,6.845
0.030591,0.36995,10.242,11.396,4.2666,-0.17216,2.233,5.0464,-0.098701,2.1609,1,4.014,8.694,11.25,6.845
0.028761,0.34986,5.7927,11.401,4.0214,-0.1742,2.1113,4.8081,-0.10222,2.0408,1,4.1143,8.7943,11.25,6.845
0.026931,0.32977,1.3437,11.406,3.7763,-0.17624,1.9897,4.5697,-0.10573,1.9207,1,4.2147,8.8947,11.25,6.845
0.025101,0.30968,-3.1054,11.411,3.5311,-0.17828,1.8681,4.3313,-0.10925,1.8006,1,4.3151,8.9951,11.25,6.845
0.02327,0.28959,-7.5545,11.416,3.286,-0.18032,1.7465,4.0929,-0.11277,1.6806,1,4.4154,9.0954,11.25,6.845
0.02144,0.2695,-12.004,11.421,3.0408,-0.18236,1.6249,3.8546,-0.11629,1.5605,1,4.5158,9.1958,11.25,6.845
0.01961,0.24941,-16.453,11.426,2.7957,-0.1844,1.5032,3.6162,-0.1198,1.4404,1,4.6161,9.2961,11.25,6.845
0.018256,0.23343,-18.814,11.33,2.6963,-0.17747,1.3914,3.5118,-0.11252,1.3241,1,4.7165,9.3965,11.25,6.845
0.017317,0.22101,-19.365,11.146,2.7234,-0.16274,1.288,3.5236,-0.095862,1.2109,1,4.8168,9.4968,11.25,6.845
0.016377,0.2086,-19.915,10.962,2.7506,-0.14802,1.1846,3.5355,-0.079203,1.0978,1,4.9172,9.5971,11.25,6.845
0.015438,0.19619,-20.465,10.779,2.7777,-0.1333,1.0812,3.5473,-0.062545,0.98466,1,5.0175,9.6975,11.25,6.845
0.014498,0.18377,-21.015,10.595,2.8049,-0.11858,0.97775,3.5592,-0.045886,0.87152,1,5.1178,9.7978,11.25,6.845
0.013559,0.17136,-21.565,10.411,2.8321,-0.10386,0.87434,3.571,-0.029228,0.75838,1,5.2182,9.8982,11.25,6.845
0.012619,0.15895,-22.115,10.227,2.8592,-0.089136,0.77093,3.5829,-0.012569,0.64525,1,5.3186,9.9986,11.25,6.845
0.011811,0.14844,-22.365,10.072,2.8579,-0.074667,0.68215,3.577,0.0039756,0.54601,1,5.4189,10.099,11.25,6.845
0.011614,0.14684,-21.216,10.048,2.7239,-0.061378,0.6617,3.4881,0.019991,0.5117,1,5.5193,10.199,11.25,6.845
0.011418,0.14524,-20.066,10.024,2.5898,-0.048089,0.64125,3.3992,0.036007,0.47738,1,5.6196,10.3,11.25,6.845
0.011222,0.14363,-18.916,9.9996,2.4557,-0.0348,0.62079,3.3104,0.052023,0.44307,1,5.72,10.4,11.25,6.845
0.011025,0.14203,-17.766,9.9756,2.3217,-0.021511,0.60034,3.2215,0.068039,0.40875,1,5.8203,10.5,11.25,6.845
0.010829,0.14043,-16.617,9.9516,2.1876,-0.0082218,0.57988,3.1326,0.084054,0.37444,1,5.9207,10.601,11.25,6.845
0.010632,0.13883,-15.467,9.9277,2.0535,0.0050673,0.55943,3.0438,0.10007,0.34012,1,6.021,10.701,11.25,6.845
0.010393,0.13607,-14.933,9.8892,1.9927,0.017192,0.53133,3.0294,0.11271,0.30004,1,6.1213,10.801,11.25,6.845
0.010111,0.13213,-15.031,9.8358,2.0069,0.028126,0.49539,3.0912,0.12188,0.25403,1,6.2217,10.902,11.25,6.845
0.0098282,0.1282,-15.128,9.7824,2.0212,0.039059,0.45946,3.1531,0.13105,0.20803,1,6.3221,11.002,11.25,6.845
0.0095457,0.12426,-15.225,9.7291,2.0354,0.049992,0.42353,3.2149,0.14023,0.16202,1,6.4224,11.102,11.25,6.845
0.0092631,0.12032,-15.323,9.6757,2.0496,0.060926,0.38759,3.2768,0.1494,0.11602,1,6.5228,11.203,11.25,6.845
0.0089806,0.11639,-15.42,9.6223,2.0638,0.071859,0.35166,3.3387,0.15857,0.070016,1,6.6231,11.303,11.25,6.845
0.0087164,0.11344,-15.315,9.5927,2.0555,0.082602,0.32379,3.3839,0.16551,0.032265,1,6.7235,11.403,11.25,6.845
0.0084768,0.11183,-14.939,9.5949,2.0167,0.093089,0.30678,3.4066,0.16943,0.00563,1,6.8238,11.504,11.25,6.845
0.0082373,0.11022,-14.562,9.5971,1.978,0.10358,0.28977,3.4294,0.17335,-0.021005,1,6.9241,11.604,11.25,6.845
0.0079977,0.10861,-14.186,9.5993,1.9392,0.11406,0.27276,3.4522,0.17727,-0.04764,1,7.0245,11.705,11.25,6.845
0.0077581,0.107,-13.81,9.6015,1.9004,0.12455,0.25575,3.4749,0.18119,-0.074276,1,7.1248,11.805,11.25,6.845
0.0075186,0.10538,-13.433,9.6037,1.8617,0.13504,0.23874,3.4977,0.18511,-0.10091,1,7.2252,11.905,11.25,6.845
0.0073341,0.10363,-13.267,9.5837,1.8733,0.14667,0.22847,3.5591,0.18679,-0.12498,1,7.3256,12.006,11.25,6.845
0.0071547,0.10187,-13.121,9.5617,1.8896,0.15842,0.21882,3.624,0.18826,-0.14881,1,7.4259,12.106,11.25,6.845
0.0069754,0.10011,-12.974,9.5397,1.9059,0.17016,0.20917,3.6889,0.18974,-0.17264,1,7.5263,12.206,11.25,6.845
0.006796,0.098345,-12.828,9.5177,1.9222,0.1819,0.19952,3.7539,0.19121,-0.19647,1,7.6266,12.307,11.25,6.845
0.0066166,0.096582,-12.682,9.4956,1.9385,0.19364,0.18987,3.8188,0.19269,-0.2203,1,7.727,12.407,11.25,6.845
0.0065332,0.09517,-12.481,9.4565,1.9424,0.20041,0.19905,3.8833,0.19046,-0.24063,1,7.8273,12.507,11.25,6.845
0.006459,0.093791,-12.275,9.4156,1.9452,0.20671,0.21004,3.9477,0.18789,-0.26063,1,7.9276,12.608,11.25,6.845
0.0063848,0.092413,-12.069,9.3748,1.9479,0.21302,0.22102,4.0122,0.18531,-0.28063,1,8.028,12.708,11.25,6.845
0.0063106,0.091034,-11.863,9.334,1.9507,0.21932,0.232,4.0767,0.18273,-0.30063,1,8.1283,12.808,11.25,6.845
0.0062364,0.089492,-11.684,9.2929,1.9589,0.22657,0.25181,4.1449,0.1796,-0.32044,1,8.2287,12.909,11.25,6.845
0.0061619,0.087673,-11.549,9.2511,1.9767,0.23544,0.28669,4.2196,0.17551,-0.33992,1,8.3291,13.009,11.25,6.845
0.0060875,0.085855,-11.415,9.2094,1.9945,0.24432,0.32156,4.2942,0.17142,-0.3594,1,8.4294,13.109,11.25,6.845
0.0060131,0.084036,-11.28,9.1676,2.0122,0.25319,0.35644,4.3689,0.16733,-0.37888,1,8.5298,13.21,11.25,6.845
0.0059512,0.082329,-11.154,9.1366,2.0293,0.26202,0.39626,4.4447,0.16281,-0.39892,1,8.6301,13.31,11.25,6.845
0.0059278,0.080969,-11.051,9.1389,2.0444,0.27071,0.45141,4.5241,0.15698,-0.42071,1,8.7304,13.41,11.25,6.845
0.0059044,0.079609,-10.948,9.1412,2.0595,0.2794,0.50657,4.6034,0.15114,-0.4425,1,8.8308,13.511,11.25,6.845
0.005881,0.078249,-10.845,9.1435,2.0745,0.28809,0.56172,4.6827,0.14531,-0.46429,1,8.9312,13.611,11.25,6.845
0.0057914,0.076539,-10.778,9.1711,2.0921,0.29657,0.61863,4.7639,0.13882,-0.48819,1,9.0315,13.712,11.25,6.845
0.0056348,0.074476,-10.746,9.2243,2.1122,0.30486,0.67733,4.847,0.13168,-0.51421,1,9.1318,13.812,11.25,6.845
0.0054782,0.072413,-10.714,9.2774,2.1322,0.31314,0.73603,4.93,0.12453,-0.54023,1,9.2322,13.912,11.25,6.845
0.0053291,0.070447,-10.691,9.3329,2.1534,0.32088,0.79178,5.0132,0.1173,-0.56669,1,9.3326,14.013,11.25,6.845
0.0052508,0.069396,-10.755,9.4107,2.1853,0.32356,0.81968,5.0981,0.10917,-0.5973,1,9.4329,14.113,11.25,6.845
0.0051725,0.068346,-10.82,9.4885,2.2171,0.32623,0.84758,5.1829,0.10105,-0.6279,1,9.5333,14.213,11.25,6.845
0.0050967,0.067318,-10.885,9.5666,2.2491,0.32881,0.875,5.2677,0.09293,-0.65852,1,9.6336,14.314,11.25,6.845
0.0053931,0.069652,-11.04,9.684,2.3079,0.31815,0.83299,5.3553,0.084564,-0.69106,1,9.7339,14.414,11.25,6.845
0.0056894,0.071986,-11.195,9.8014,2.3666,0.30748,0.79097,5.4429,0.076199,-0.7236,1,9.8343,14.514,11.25,6.845
0.0059915,0.074439,-11.36,9.9226,2.4274,0.29485,0.74002,5.5277,0.068211,-0.75469,1,9.9347,14.615,11.25,6.845
0.0063163,0.077362,-11.563,10.059,2.4963,0.27445,0.65375,5.6013,0.061717,-0.78004,1,10.035,14.715,11.25,6.845
