"p","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-4.3714,4.5521,0.16415,0.98151,4.7491,0.25638,0.97011,1,4.9172,12.597,11.25,6.845
-5.3344,4.447,0.18339,0.90208,4.6491,0.25892,0.88803,1,5.0175,12.698,11.25,6.845
-6.0591,4.3542,0.19964,0.83482,4.556,0.2613,0.81773,1,5.1178,12.798,11.25,6.845
-6.5935,4.2791,0.21185,0.77576,4.4735,0.26356,0.75483,1,5.2182,12.898,11.25,6.845
-7.0093,4.2158,0.22147,0.72221,4.3999,0.26573,0.69728,1,5.3186,12.999,11.25,6.845
-7.3334,4.1623,0.22939,0.6742,4.3347,0.26782,0.6454,1,5.4189,13.099,11.25,6.845
-7.5785,4.1158,0.2359,0.6308,4.2766,0.26984,0.59829,1,5.5193,13.199,11.25,6.845
-7.7457,4.0766,0.24105,0.59226,4.2267,0.2718,0.55675,1,5.6196,13.3,11.25,6.845
-7.8401,4.0373,0.2456,0.55641,4.1808,0.27366,0.51814,1,5.72,13.4,11.25,6.845
-7.8917,3.9989,0.24996,0.52304,4.1389,0.27545,0.48244,1,5.8203,13.5,11.25,6.845
-7.9073,3.9611,0.25414,0.49201,4.1006,0.27717,0.44935,1,5.9207,13.601,11.25,6.845
-7.8862,3.9257,0.25817,0.46353,4.0674,0.27883,0.41941,1,6.021,13.701,11.25,6.845
-7.8379,3.8891,0.26246,0.43781,4.0369,0.28038,0.39165,1,6.1213,13.801,11.25,6.845
-7.7743,3.8533,0.26673,0.41411,4.0089,0.28185,0.36565,1,6.2217,13.902,11.25,6.845
-7.698,3.8186,0.27097,0.3923,3.9833,0.28325,0.34128,1,6.3221,14.002,11.25,6.845
-7.6047,3.7876,0.27532,0.37294,3.9618,0.28458,0.31937,1,6.4224,14.102,11.25,6.845
-7.507,3.757,0.27917,0.35507,3.9415,0.2858,0.29863,1,6.5228,14.203,11.25,6.845
-7.4039,3.7282,0.28274,0.33828,3.923,0.28696,0.27905,1,6.6231,14.303,11.25,6.845
-7.2936,3.7028,0.28598,0.32299,3.9075,0.28806,0.26117,1,6.7235,14.403,11.25,6.845
-7.1833,3.6784,0.28847,0.30872,3.8932,0.28905,0.2444,1,6.8238,14.504,11.25,6.845
-7.072,3.6554,0.29067,0.2951,3.8802,0.28999,0.22848,1,6.9241,14.604,11.25,6.845
-6.9585,3.6348,0.29248,0.28247,3.8695,0.29089,0.21383,1,7.0245,14.705,11.25,6.845
-6.8477,3.6146,0.29391,0.27063,3.8599,0.2917,0.20008,1,7.1248,14.805,11.25,6.845
-6.7376,3.595,0.29516,0.25935,3.8514,0.29247,0.18694,1,7.2252,14.905,11.25,6.845
-6.6273,3.5771,0.29624,0.24892,3.8448,0.2932,0.17488,1,7.3256,15.006,11.25,6.845
-6.5207,3.559,0.29724,0.23901,3.8391,0.29385,0.16343,1,7.4259,15.106,11.25,6.845
-6.415,3.5414,0.29819,0.22948,3.8342,0.29447,0.15242,1,7.5263,15.206,11.25,6.845
-6.3111,3.5252,0.29915,0.22067,3.831,0.29506,0.14242,1,7.6266,15.307,11.25,6.845
-6.2102,3.5088,0.30004,0.2122,3.8285,0.29559,0.13272,1,7.727,15.407,11.25,6.845
-6.1105,3.4933,0.30093,0.20408,3.8268,0.2961,0.12351,1,7.8273,15.507,11.25,6.845
-6.0142,3.4786,0.30172,0.19645,3.8264,0.29655,0.115,1,7.9276,15.608,11.25,6.845
-5.9195,3.4641,0.30241,0.18892,3.8266,0.29698,0.10667,1,8.028,15.708,11.25,6.845
-5.8269,3.4509,0.30299,0.18187,3.8278,0.29738,0.099007,1,8.1283,15.808,11.25,6.845
-5.7373,3.4378,0.30333,0.17509,3.8297,0.29773,0.091558,1,8.2287,15.909,11.25,6.845
-5.6493,3.4254,0.30361,0.16869,3.8322,0.29808,0.084457,1,8.3291,16.009,11.25,6.845
-5.5651,3.4137,0.3038,0.16291,3.8357,0.29837,0.077835,1,8.4294,16.109,11.25,6.845
-5.4823,3.4019,0.30394,0.15727,3.8397,0.29865,0.071293,1,8.5297,16.21,11.25,6.845
-5.4018,3.3912,0.30426,0.15208,3.8444,0.29891,0.065328,1,8.6301,16.31,11.25,6.845
-5.3231,3.3804,0.30451,0.14694,3.8498,0.29912,0.059399,1,8.7304,16.41,11.25,6.845
-5.2457,3.3704,0.30496,0.1421,3.8555,0.29934,0.053893,1,8.8308,16.511,11.25,6.845
-5.1706,3.3607,0.3054,0.13739,3.8622,0.29949,0.048496,1,8.9312,16.611,11.25,6.845
-5.0964,3.3515,0.30597,0.13295,3.869,0.29965,0.043372,1,9.0315,16.712,11.25,6.845
-5.025,3.3428,0.30659,0.12884,3.8768,0.29976,0.038469,1,9.1318,16.812,11.25,6.845
-4.9543,3.3342,0.30723,0.12479,3.885,0.29984,0.033598,1,9.2322,16.912,11.25,6.845
-4.8865,3.3266,0.30797,0.12144,3.8934,0.29991,0.029219,1,9.3326,17.013,11.25,6.845
-4.8193,3.3189,0.30869,0.118,3.9025,0.29994,0.024731,1,9.4329,17.113,11.25,6.845
-4.7541,3.3119,0.30954,0.11517,3.9117,0.29995,0.020661,1,9.5332,17.213,11.25,6.845
-4.6901,3.305,0.31039,0.11227,3.9219,0.29991,0.01651,1,9.6336,17.314,11.25,6.845
-4.6276,3.2985,0.31138,0.10979,3.9318,0.29986,0.012718,1,9.7339,17.414,11.25,6.845
-4.5665,3.2923,0.31237,0.10724,3.9428,0.29977,0.0088615,1,9.8343,17.514,11.25,6.845
-4.5064,3.2863,0.31342,0.10491,3.9534,0.29965,0.0053225,1,9.9347,17.615,11.25,6.845
-4.4477,3.2807,0.31444,0.10248,3.9652,0.29948,0.001725,1,10.035,17.715,11.25,6.845
