"p","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
14.403,8.6322,0.007317,0.91604,8.7369,-0.0013298,0.88997,1,3.1108,10.791,11.25,6.845
14.947,8.5266,0.010768,0.97904,8.6476,-0.0016374,0.95033,1,3.2112,10.891,11.25,6.845
15.477,8.4103,0.015249,1.0471,8.5501,-0.0019832,1.015,1,3.3116,10.992,11.25,6.845
15.966,8.2671,0.022526,1.1189,8.432,-0.0023994,1.0829,1,3.4119,11.092,11.25,6.845
16.326,8.1158,0.032672,1.1966,8.3086,-0.0028521,1.1547,1,3.5123,11.192,11.25,6.845
16.563,7.9384,0.046757,1.2829,8.1651,-0.0034234,1.2333,1,3.6126,11.293,11.25,6.845
16.504,7.72,0.06662,1.3823,7.9896,-0.0042298,1.3226,1,3.713,11.393,11.25,6.845
15.975,7.4714,0.092816,1.4883,7.79,-0.0052171,1.4168,1,3.8133,11.493,11.25,6.845
14.867,7.1611,0.12902,1.5985,7.5491,-0.0061543,1.5137,1,3.9137,11.594,11.25,6.845
13.207,6.8542,0.18113,1.7102,7.3087,-0.0056086,1.6107,1,4.014,11.694,11.25,6.845
11.595,6.644,0.24365,1.816,7.1035,0.0083738,1.7017,1,4.1143,11.794,11.25,6.845
10.301,6.1414,0.25814,1.8711,6.6607,0.061644,1.7595,1,4.2147,11.895,11.25,6.845
6.3439,5.0274,0.12962,1.772,5.8233,0.15383,1.7216,1,4.3151,11.995,11.25,6.845
-0.80542,4.8574,-0.039609,1.5525,5.5921,0.21627,1.5853,1,4.4154,12.095,11.25,6.845
-4.4382,5.1203,0.0027139,1.3815,5.622,0.23176,1.4429,1,4.5158,12.196,11.25,6.845
-5.5943,4.8179,0.10387,1.2306,5.2798,0.24111,1.2922,1,4.6161,12.296,11.25,6.845
-6.7952,4.6236,0.15729,1.1336,5.008,0.24628,1.1696,1,4.7165,12.396,11.25,6.845
-8.2338,4.5503,0.1806,1.0505,4.8435,0.24966,1.0646,1,4.8168,12.497,11.25,6.845
-9.5074,4.5017,0.19671,0.97275,4.7294,0.25259,0.9721,1,4.9172,12.597,11.25,6.845
-10.318,4.4416,0.21156,0.90092,4.6284,0.25538,0.88995,1,5.0175,12.698,11.25,6.845
-10.71,4.3762,0.22359,0.83634,4.5344,0.25802,0.81961,1,5.1178,12.798,11.25,6.845
-10.831,4.3088,0.23193,0.77744,4.4511,0.26051,0.75671,1,5.2182,12.898,11.25,6.845
-10.822,4.242,0.23707,0.72357,4.3768,0.2629,0.6992,1,5.3186,12.999,11.25,6.845
-10.725,4.1783,0.23924,0.67463,4.3109,0.26521,0.6474,1,5.4189,13.099,11.25,6.845
-10.567,4.1183,0.23846,0.63014,4.2521,0.26746,0.60042,1,5.5193,13.199,11.25,6.845
-10.356,4.0659,0.23435,0.59079,4.2017,0.26966,0.55904,1,5.6196,13.3,11.25,6.845
-10.133,4.0167,0.22616,0.55498,4.1552,0.27179,0.52064,1,5.72,13.4,11.25,6.845
-9.9027,3.9712,0.21537,0.52167,4.1127,0.27387,0.48519,1,5.8203,13.5,11.25,6.845
-9.6688,3.9289,0.20233,0.49039,4.0738,0.27593,0.45237,1,5.9207,13.601,11.25,6.845
-9.4299,3.891,0.1869,0.46074,4.0401,0.27799,0.42272,1,6.021,13.701,11.25,6.845
-9.2045,3.8516,0.17022,0.43197,4.0089,0.28,0.39528,1,6.1213,13.801,11.25,6.845
-8.9865,3.8111,0.1535,0.40399,3.9803,0.28199,0.36963,1,6.2217,13.902,11.25,6.845
-8.7766,3.7694,0.13713,0.37692,3.954,0.28396,0.34562,1,6.3221,14.002,11.25,6.845
-8.576,3.7273,0.12282,0.35102,3.932,0.28593,0.32409,1,6.4224,14.102,11.25,6.845
-8.3902,3.6813,0.11309,0.3268,3.9111,0.28783,0.30375,1,6.5228,14.203,11.25,6.845
-8.2123,3.6348,0.10754,0.30378,3.892,0.28969,0.28459,1,6.6231,14.303,11.25,6.845
-8.0433,3.5911,0.10852,0.28353,3.8759,0.29151,0.26713,1,6.7235,14.403,11.25,6.845
-7.888,3.5483,0.11903,0.26619,3.8611,0.29319,0.25078,1,6.8238,14.504,11.25,6.845
-7.7387,3.5087,0.13572,0.25098,3.8477,0.29478,0.23527,1,6.9241,14.604,11.25,6.845
-7.5952,3.4761,0.16088,0.23978,3.8365,0.29626,0.22102,1,7.0245,14.705,11.25,6.845
-7.4575,3.4488,0.19465,0.23052,3.8264,0.29752,0.20764,1,7.1248,14.805,11.25,6.845
-7.3205,3.4263,0.23204,0.22258,3.8173,0.29866,0.19485,1,7.2252,14.905,11.25,6.845
-7.1833,3.4116,0.27405,0.21719,3.8101,0.29963,0.1831,1,7.3256,15.006,11.25,6.845
-7.0455,3.4018,0.31584,0.21184,3.8037,0.30036,0.17193,1,7.4259,15.106,11.25,6.845
-6.907,3.3955,0.35661,0.20716,3.798,0.30098,0.16119,1,7.5263,15.206,11.25,6.845
-6.7675,3.3943,0.39319,0.20292,3.794,0.30141,0.15141,1,7.6266,15.307,11.25,6.845
-6.6292,3.3949,0.42363,0.19852,3.7905,0.3017,0.14192,1,7.727,15.407,11.25,6.845
-6.4913,3.397,0.44998,0.19407,3.7878,0.30191,0.1329,1,7.8273,15.507,11.25,6.845
-6.3572,3.4002,0.46593,0.18914,3.7863,0.30199,0.12455,1,7.9276,15.608,11.25,6.845
-6.2259,3.4034,0.47758,0.18425,3.7852,0.30202,0.11638,1,8.028,15.708,11.25,6.845
-6.0988,3.4062,0.48205,0.17867,3.785,0.302,0.10885,1,8.1283,15.808,11.25,6.845
-5.978,3.4083,0.48069,0.17323,3.7855,0.30194,0.10153,1,8.2287,15.909,11.25,6.845
-5.8602,3.4097,0.4762,0.16748,3.7865,0.30187,0.094548,1,8.3291,16.009,11.25,6.845
-5.7508,3.4094,0.46645,0.16165,3.7884,0.3018,0.088039,1,8.4294,16.109,11.25,6.845
-5.6441,3.4085,0.4558,0.1558,3.7908,0.30172,0.081611,1,8.5297,16.21,11.25,6.845
-5.5435,3.4061,0.44269,0.14986,3.7938,0.30167,0.075749,1,8.6301,16.31,11.25,6.845
-5.447,3.4029,0.4297,0.14408,3.7974,0.30161,0.069931,1,8.7304,16.41,11.25,6.845
-5.3546,3.3991,0.41606,0.13854,3.8013,0.30159,0.064525,1,8.8308,16.511,11.25,6.845
-5.2675,3.3942,0.40348,0.13345,3.8062,0.30155,0.059236,1,8.9312,16.611,11.25,6.845
-5.1828,3.3891,0.39084,0.12868,3.8111,0.30154,0.054213,1,9.0315,16.712,11.25,6.845
-5.1041,3.3831,0.37974,0.12467,3.817,0.30152,0.049415,1,9.1318,16.812,11.25,6.845
-5.0265,3.3769,0.36874,0.12082,3.8232,0.30149,0.044648,1,9.2322,16.912,11.25,6.845
-4.9539,3.37,0.35948,0.11785,3.8296,0.3015,0.040363,1,9.3326,17.013,11.25,6.845
-4.8823,3.3631,0.3504,0.11492,3.8368,0.30147,0.035975,1,9.4329,17.113,11.25,6.845
-4.8142,3.3558,0.34318,0.11272,3.8441,0.30146,0.031995,1,9.5332,17.213,11.25,6.845
-4.7475,3.3486,0.33618,0.11058,3.8522,0.30142,0.02794,1,9.6336,17.314,11.25,6.845
-4.6837,3.3411,0.33091,0.10907,3.8601,0.30139,0.024235,1,9.7339,17.414,11.25,6.845
-4.6216,3.3339,0.32585,0.10762,3.869,0.30131,0.020468,1,9.8343,17.514,11.25,6.845
-4.5616,3.3262,0.32226,0.10655,3.8776,0.30124,0.01701,1,9.9347,17.615,11.25,6.845
-4.5034,3.319,0.31882,0.10547,3.8874,0.30113,0.013496,1,10.035,17.715,11.25,6.845
