U:0,,U:1,U:2,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
22.374,0.931357449,-0.00083933,0.13695,1,4.935,12.48,11.25,4.935
22.707,0.945219165,-0.0012903,0.1657,1,5.0525,12.48,11.25,5.0525
23.092,0.961245473,-0.00089663,0.17862,1,5.17,12.48,11.25,5.17
23.496,0.97806269,-0.00017993,0.18548,1,5.2875,12.48,11.25,5.2875
23.657,0.984764601,-0.00035019,0.19002,1,5.405,12.48,11.25,5.405
23.667,0.985180868,-0.001071,0.19311,1,5.5225,12.48,11.25,5.5225
23.673,0.985430629,-0.0017267,0.19911,1,5.64,12.48,11.25,5.64
23.674,0.985472256,-0.0023201,0.20792,1,5.7575,12.48,11.25,5.7575
23.677,0.985597136,-0.0027474,0.21475,1,5.875,12.48,11.25,5.875
23.683,0.985846897,-0.0029299,0.21867,1,5.9925,12.48,11.25,5.9925
23.69,0.986138284,-0.003044,0.22337,1,6.11,12.48,11.25,6.11
23.7,0.986554552,-0.0029966,0.22993,1,6.2275,12.48,11.25,6.2275
23.71,0.98697082,-0.0029156,0.236,1,6.345,12.48,11.25,6.345
23.721,0.987428714,-0.0026927,0.24003,1,6.4625,12.48,11.25,6.4625
23.733,0.987928235,-0.0024621,0.24399,1,6.58,12.48,11.25,6.58
23.745,0.988427757,-0.002148,0.2472,1,6.6975,12.48,11.25,6.6975
23.757,0.988927278,-0.0018339,0.2504,1,6.815,12.48,11.25,6.815
23.77,0.989468426,-0.0014941,0.25191,1,6.9325,12.48,11.25,6.9325
23.783,0.990009574,-0.0011537,0.25338,1,7.05,12.48,11.25,7.05
23.795,0.990509095,-0.00083339,0.25361,1,7.1675,12.48,11.25,7.1675
23.808,0.991050244,-0.00051597,0.25366,1,7.285,12.48,11.25,7.285
23.82,0.991549765,-0.00023773,0.25267,1,7.4025,12.48,11.25,7.4025
23.833,0.992090913,2.85E-05,0.25135,1,7.52,12.48,11.25,7.52
23.844,0.992548807,0.00025358,0.24929,1,7.6375,12.48,11.25,7.6375
23.856,0.993048329,0.00045733,0.24685,1,7.755,12.48,11.25,7.755
23.867,0.993506223,0.00062704,0.24391,1,7.8725,12.48,11.25,7.8725
23.877,0.993922491,0.00076925,0.24057,1,7.99,12.48,11.25,7.99
23.887,0.994338759,0.0008875,0.23693,1,8.1075,12.48,11.25,8.1075
23.897,0.994755026,0.00097608,0.23293,1,8.225,12.48,11.25,8.225
23.906,0.995129667,0.0010501,0.22877,1,8.3425,12.48,11.25,8.3425
23.915,0.995504308,0.0010958,0.22432,1,8.46,12.48,11.25,8.46
23.923,0.995837323,0.001134,0.21981,1,8.5775,12.48,11.25,8.5775
23.931,0.996170337,0.0011478,0.2151,1,8.695,12.48,11.25,8.695
23.939,0.996503351,0.0011588,0.21038,1,8.8125,12.48,11.25,8.8125
23.945,0.996753112,0.0011505,0.20556,1,8.93,12.48,11.25,8.93
23.952,0.997044499,0.0011418,0.20074,1,9.0475,12.48,11.25,9.0475
23.958,0.99729426,0.0011191,0.19592,1,9.165,12.48,11.25,9.165
23.964,0.99754402,0.0010964,0.1911,1,9.2825,12.48,11.25,9.2825
23.969,0.997752154,0.0010659,0.18636,1,9.4,12.48,11.25,9.4
23.974,0.997960288,0.0010348,0.18164,1,9.5175,12.48,11.25,9.5175
23.978,0.998126795,0.0010003,0.17703,1,9.635,12.48,11.25,9.635
23.983,0.998334929,0.00096496,0.17245,1,9.7525,12.48,11.25,9.7525
23.987,0.998501436,0.00092876,0.168,1,9.87,12.48,11.25,9.87
23.99,0.998626316,0.00089217,0.16362,1,9.9875,12.48,11.25,9.9875
23.994,0.998792824,0.00085595,0.15935,1,10.105,12.48,11.25,10.105
23.997,0.998917704,0.00081997,0.15518,1,10.222,12.48,11.25,10.222
24,0.999042584,0.00078485,0.15111,1,10.34,12.48,11.25,10.34
24.003,0.999167465,0.00075061,0.14716,1,10.458,12.48,11.25,10.458
24.005,0.999250718,0.00071728,0.1433,1,10.575,12.48,11.25,10.575
24.008,0.999375598,0.00068541,0.13958,1,10.693,12.48,11.25,10.693
24.01,0.999458852,0.00065426,0.13592,1,10.81,12.48,11.25,10.81
24.012,0.999542105,0.00062503,0.13242,1,10.927,12.48,11.25,10.927
24.014,0.999625359,0.00059625,0.12896,1,11.045,12.48,11.25,11.045
24.015,0.999666986,0.0005697,0.12568,1,11.163,12.48,11.25,11.163
24.017,0.999750239,0.00054332,0.12241,1,11.28,12.48,11.25,11.28
24.019,0.999833493,0.00051939,0.11933,1,11.398,12.48,11.25,11.398
24.02,0.99987512,0.00049545,0.11626,1,11.515,12.48,11.25,11.515
24.021,0.999916746,0.00047387,0.11337,1,11.632,12.48,11.25,11.632
24.023,1,0.00045238,0.11049,1,11.75,12.48,11.25,11.75
