U:0,,U:1,U:2,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
24.047,1.008936813,-0.11172,0.031631,1,5.4,12.48,5.4,3.155
24.043,1.008768985,-0.11767,0.030108,1,5.625,12.48,5.625,3.155
24.038,1.008559201,-0.12382,0.02831,1,5.85,12.48,5.85,3.155
24.033,1.008349417,-0.13029,0.026166,1,6.075,12.48,6.075,3.155
24.026,1.008055719,-0.13688,0.023631,1,6.3,12.48,6.3,3.155
24.02,1.007803978,-0.14361,0.020694,1,6.525,12.48,6.525,3.155
24.012,1.007468323,-0.15055,0.017255,1,6.75,12.48,6.75,3.155
24.003,1.007090711,-0.15741,0.013278,1,6.975,12.48,6.975,3.155
23.993,1.006671142,-0.16419,0.0087641,1,7.2,12.48,7.2,3.155
23.982,1.006209617,-0.1708,0.0036104,1,7.425,12.48,7.425,3.155
23.969,1.005664177,-0.17687,-0.002181,1,7.65,12.48,7.65,3.155
23.956,1.005118738,-0.18232,-0.0085589,1,7.875,12.48,7.875,3.155
23.941,1.004489385,-0.18677,-0.015539,1,8.1,12.48,8.1,3.155
23.925,1.003818075,-0.1899,-0.023036,1,8.325,12.48,8.325,3.155
23.908,1.003104808,-0.19156,-0.030879,1,8.55,12.48,8.55,3.155
23.89,1.002349585,-0.19111,-0.038838,1,8.775,12.48,8.775,3.155
23.873,1.001636318,-0.18874,-0.046758,1,9,12.48,9,3.155
23.857,1.000965008,-0.18446,-0.054334,1,9.225,12.48,9.225,3.155
23.842,1.000335655,-0.17802,-0.061077,1,9.45,12.48,9.45,3.155
23.83,0.999832173,-0.17048,-0.067004,1,9.675,12.48,9.675,3.155
23.822,0.999496518,-0.16247,-0.071893,1,9.9,12.48,9.9,3.155
23.82,0.999412604,-0.15406,-0.075369,1,10.125,12.48,10.125,3.155
23.824,0.999580431,-0.14469,-0.077848,1,10.35,12.48,10.35,3.155
23.838,1.000167827,-0.13959,-0.079359,1,10.575,12.48,10.575,3.155
23.857,1.000965008,-0.1177,-0.079928,1,10.8,12.48,10.8,3.155
23.318,0.978350256,-0.089482,-0.081108,1,11.025,12.48,11.025,3.155
22.277,0.934673156,0.0013464,-0.083142,1,11.25,12.48,11.25,3.155
23.326,0.978685911,0.092842,-0.079931,1,11.475,12.48,11.475,3.155
23.862,1.001174792,0.12059,-0.07705,1,11.7,12.48,11.7,3.155
23.844,1.000419569,0.14258,-0.075035,1,11.925,12.48,11.925,3.155
23.831,0.999874129,0.14722,-0.072499,1,12.15,12.48,12.15,3.155
23.827,0.999706302,0.15583,-0.069194,1,12.375,12.48,12.375,3.155
23.83,0.999832173,0.163,-0.065118,1,12.6,12.48,12.6,3.155
23.839,1.000209784,0.16982,-0.060173,1,12.825,12.48,12.825,3.155
23.85,1.00067131,0.1761,-0.054401,1,13.05,12.48,13.05,3.155
23.864,1.001258706,0.18134,-0.047989,1,13.275,12.48,13.275,3.155
23.879,1.001888059,0.185,-0.04107,1,13.5,12.48,13.5,3.155
23.895,1.002559369,0.18703,-0.033829,1,13.725,12.48,13.725,3.155
23.911,1.003230679,0.18747,-0.026504,1,13.95,12.48,13.95,3.155
23.927,1.003901989,0.18606,-0.019349,1,14.175,12.48,14.175,3.155
23.942,1.004531342,0.18336,-0.012428,1,14.4,12.48,14.4,3.155
23.956,1.005118738,0.17952,-0.0058872,1,14.625,12.48,14.625,3.155
23.969,1.005664177,0.17452,5.72E-05,1,14.85,12.48,14.85,3.155
23.981,1.00616766,0.16895,0.0055263,1,15.075,12.48,15.075,3.155
23.992,1.006629185,0.1629,0.010467,1,15.3,12.48,15.3,3.155
24.002,1.007048754,0.1564,0.014743,1,15.525,12.48,15.525,3.155
24.011,1.007426366,0.14985,0.018558,1,15.75,12.48,15.75,3.155
24.019,1.007762021,0.14325,0.021903,1,15.975,12.48,15.975,3.155
24.026,1.008055719,0.13662,0.024701,1,16.2,12.48,16.2,3.155
24.032,1.00830746,0.13018,0.027146,1,16.425,12.48,16.425,3.155
24.037,1.008517244,0.12388,0.029243,1,16.65,12.48,16.65,3.155
24.042,1.008727029,0.11774,0.030945,1,16.875,12.48,16.875,3.155
24.047,1.008936813,0.11185,0.032408,1,17.1,12.48,17.1,3.155
24.05,1.009062684,0.10616,0.033635,1,17.325,12.48,17.325,3.155
24.054,1.009230511,0.10068,0.034598,1,17.55,12.48,17.55,3.155
24.057,1.009356382,0.09543,0.035408,1,17.775,12.48,17.775,3.155
24.06,1.009482252,0.089692,0.036149,1,18,12.48,18,3.155
24.062,1.009566166,0.085273,0.036532,1,18.225,12.48,18.225,3.155
24.064,1.00965008,0.080899,0.036953,1,18.45,12.48,18.45,3.155
24.066,1.009733993,0.076527,0.037185,1,18.675,12.48,18.675,3.155
24.068,1.009817907,0.072191,0.037451,1,18.9,12.48,18.9,3.155
24.069,1.009859864,0.068074,0.037551,1,19.125,12.48,19.125,3.155
24.071,1.009943778,0.06398,0.037679,1,19.35,12.48,19.35,3.155
24.072,1.009985735,0.060252,0.037692,1,19.575,12.48,19.575,3.155
24.073,1.010027692,0.05654,0.037728,1,19.8,12.48,19.8,3.155
24.074,1.010069648,0.052881,0.037678,1,20.025,12.48,20.025,3.155
24.075,1.010111605,0.049232,0.037647,1,20.25,12.48,20.25,3.155
24.076,1.010153562,0.046003,0.037569,1,20.475,12.48,20.475,3.155
24.077,1.010195519,0.04278,0.037507,1,20.7,12.48,20.7,3.155
24.078,1.010237476,0.039403,0.037402,1,20.925,12.48,20.925,3.155
24.078,1.010237476,0.036029,0.037311,1,21.15,12.48,21.15,3.155
24.079,1.010279433,0.033185,0.037213,1,21.375,12.48,21.375,3.155
24.08,1.01032139,0.030342,0.037125,1,21.6,12.48,21.6,3.155
24.08,1.01032139,0.027112,0.037018,1,21.825,12.48,21.825,3.155
24.081,1.010363346,0.023881,0.036919,1,22.05,12.48,22.05,3.155
24.082,1.010405303,0.02132,0.03684,1,22.275,12.48,22.275,3.155
24.082,1.010405303,0.018755,0.036765,1,22.5,12.48,22.5,3.155
